"Class","LOAN","MORTDUE","VALUE","REASON","JOB","YOJ","DEROG","DELINQ","CLAGE","NINQ","CLNO","DEBTINC"
0,81400,21041,111304,"HomeImp",NA,26,0,0,146.32278288,0,14,32.131373125
0,24800,109084,140355,"DebtCon","Mgr",11,2,0,183.79525849,5,18,40.604795833
0,22000,61042,96622,"HomeImp","ProfExe",17,0,0,638.27536109,1,23,21.457349807
0,11400,56789,74016,"HomeImp","Other",7,0,0,127.62547457,0,16,33.027143557
0,33300,19675,47894,"DebtCon","Mgr",6,0,0,42.435279654,0,7,36.668617075
0,21100,55863,81406,"DebtCon","Mgr",10,1,0,74.576426981,2,27,36.760275709
0,17200,59698,89715,NA,"ProfExe",9,0,0,NA,1,16,23.345623213
0,13800,18714,47905,"HomeImp","Office",25,0,0,259.10302278,0,19,29.479662342
0,11400,NA,38246,"HomeImp","Other",NA,NA,0,88.886975341,0,10,37.658388771
0,29800,134560,187551,"DebtCon","ProfExe",1,0,0,225.09229867,1,19,39.211937494
0,20200,51588,121752,"DebtCon","ProfExe",14,0,0,253.24896672,0,20,26.43068063
0,12900,83886,100782,"HomeImp","ProfExe",5,0,0,115.07618603,1,27,27.979706434
0,20800,NA,74486,"DebtCon","Sales",6,0,0,407.58562369,0,24,22.16287266
0,25200,137054,207511,"HomeImp","ProfExe",4,0,0,188.57465948,0,27,39.963887657
0,10100,154005,175684,"HomeImp","Office",4,0,0,189.36630726,0,56,33.971221884
0,7000,58843,75300,"HomeImp","Other",1.5,0,0,103.66666667,0,7,NA
0,26300,118304,177819,"DebtCon","Sales",17,0,0,299.21725229,1,30,34.368269329
0,7400,32832,50798,"DebtCon","Other",10,0,0,221.3384208,1,31,36.009421486
0,21600,59219,98111,"HomeImp","ProfExe",18,0,0,626.77139277,1,23,21.241684226
0,20900,111464,144487,"DebtCon","Office",11,0,1,206.67735326,0,25,40.065477156
0,18400,99902,125249,"DebtCon","Office",26,0,0,294.42411801,2,16,33.488547383
0,20800,155315,192038,"DebtCon","ProfExe",11,NA,NA,114.48219764,0,23,29.891571941
1,5000,100882,102700,"HomeImp","Mgr",5,0,1,58.866666667,0,16,NA
0,18000,56000,78000,"DebtCon",NA,4,0,0,108.53333333,0,16,NA
0,14900,65303,84590,"DebtCon","Office",6,0,0,121.06495368,1,19,22.576823939
0,18400,94952,129177,"DebtCon","ProfExe",12,NA,NA,140.48070351,NA,24,29.967505846
0,21200,85092,139345,"DebtCon","Other",9,0,1,87.64505947,3,14,42.13884767
1,7300,60971.32,77375,"DebtCon","Other",2,NA,NA,NA,NA,NA,NA
0,16800,102838,111319,"DebtCon","Office",1,0,0,257.3285966,0,34,27.57659689
0,25000,36108,84365,"HomeImp","Other",23,0,0,248.85150089,0,7,26.027040254
1,25000,104000,188500,"DebtCon","Other",0.7,0,11,194.8,1,14,NA
0,16700,12830,56465,"DebtCon","ProfExe",3,0,0,301.14852231,0,15,18.251480864
0,14200,60570,74648,"DebtCon","ProfExe",2,0,0,137.84110526,2,35,40.289761298
0,20000,132436,180000,"DebtCon","ProfExe",22,0,0,221.16666667,1,24,NA
0,21400,113053,147467,"DebtCon","Office",11,0,2,219.1538803,0,24,41.824914424
1,11100,NA,26400,"HomeImp","Other",8,0,0,NA,2,0,NA
0,15200,90108,118941,"HomeImp","Mgr",2,0,2,170.93894263,0,25,41.157501063
0,20000,69742.61,180000,NA,"Other",11,0,0,366.3,1,17,NA
0,17500,103562,130613,"DebtCon","Other",1,0,0,288.00847827,0,47,39.358357532
0,39500,132485,192838,"DebtCon","Mgr",NA,1,0,176.12388138,0,24,31.737478202
0,30500,108736,147531,"DebtCon","Other",13,0,0,228.61035912,1,40,43.12276156
0,17000,97438,158780,"DebtCon","Mgr",0,0,0,210.91260341,1,18,38.796749949
0,34100,139035,198788,"DebtCon","ProfExe",23,0,0,171.96329162,1,22,37.685892078
0,8400,78089,90660,"DebtCon","Mgr",9,0,0,118.63539467,0,22,27.09304112
1,6700,NA,81239,"HomeImp","Other",19,NA,NA,NA,NA,NA,40.894931701
0,10600,44696,57686,"DebtCon","Office",0,0,0,170.34097406,0,20,37.792555026
1,43300,217840,299171,"DebtCon","ProfExe",31,0,0,232.27006776,1,24,43.1146909
0,9700,59633,70398,"HomeImp","Other",4,0,0,239.03820584,1,16,38.867248989
0,35000,240994,39401,"DebtCon","Mgr",3,0,1,210.50181736,3,50,42.967511635
0,15500,52051,88200,"DebtCon","Office",30,0,0,211.06666667,0,22,NA
1,30100,92249,NA,"HomeImp","Office",2,1,0,180.68015364,0,21,31.089120287
0,21600,36777,68300,"DebtCon","Office",11,0,2,121.49424873,0,22,41.138299388
0,23000,68275,89967,"DebtCon","ProfExe",8,1,0,140.71441489,4,25,33.694943696
1,3000,NA,14500,"HomeImp","Other",3,0,0,9.3,14,2,NA
0,10500,42003,53754,"DebtCon","Other",16,0,0,84.551104187,0,12,32.342959321
1,25900,21852,57518,"HomeImp","Other",2,0,0,80.168479422,2,11,31.983686037
0,17000,23200,85000,"DebtCon","ProfExe",9,0,0,149.06666667,1,21,NA
0,20900,127077,204192,"HomeImp","ProfExe",13,0,0,181.65088033,0,22,34.589581433
0,22200,138584,180415,"DebtCon","ProfExe",5,NA,NA,195.63280771,4,43,41.205399011
0,12000,7804,65395,"HomeImp","Other",8,2,0,347.12332582,0,21,16.816307486
1,16000,88238,117500,"DebtCon","Other",4,0,3,176.46666667,5,34,NA
0,8600,22960,80874,"HomeImp","ProfExe",20,0,0,238.70268339,0,11,25.887319897
1,46300,39800,41600,"DebtCon","Other",NA,0,0,111.6,1,3,NA
0,22400,40605,76986,"DebtCon","ProfExe",9,0,0,276.27591395,0,19,39.730192796
0,10700,48322,64383,"DebtCon","Other",0,1,0,185.25673471,2,12,28.030801551
0,8400,82597,83858,"HomeImp","Other",25,0,0,350.56813617,1,47,28.91075714
0,21800,NA,60392,"DebtCon","Other",NA,0,1,300.84142875,0,18,39.419136583
1,17000,89600,115000,"DebtCon","Self",20,NA,3,99.266666667,0,23,NA
0,16000,77067,94613,"DebtCon","Other",5,0,0,207.4133904,3,18,41.058989067
1,8900,33208,75000,"DebtCon","Mgr",22,0,3,166.2,1,33,NA
0,8300,35343,51986,"DebtCon","Other",10,0,0,242.81896695,1,31,37.966606016
0,50800,NA,91305,"HomeImp","Other",NA,0,0,344.95417824,0,7,23.519128515
0,22000,61251,91744,"DebtCon","Office",0,0,0,145.48915532,0,21,34.347908749
0,21300,63263,94180,"DebtCon","Office",1,0,0,138.34845525,1,22,35.549295097
0,26300,NA,37310,"HomeImp","Other",26,0,0,92.855129432,2,15,27.217028651
0,10700,49573,68125,"DebtCon","Other",2,0,0,223.2,0,10,NA
0,21400,92241,133791,"DebtCon","Other",11,0,0,81.446380314,3,15,41.395461831
0,21600,30022,51337,"DebtCon","Other",0,NA,NA,312.19978392,NA,25,35.379681226
1,38700,119847,162365,"HomeImp","ProfExe",13,0,0,149.80279545,0,39,47.915112415
0,19600,64000,90000,"DebtCon","Mgr",9,0,0,195.8,2,19,NA
0,20100,54257,68830,"DebtCon","ProfExe",10,0,0,201.05642041,0,41,37.180181309
0,17800,13839,171378,"HomeImp","Mgr",23,0,0,86.702624803,2,21,31.359609533
1,16200,34984,46382,"DebtCon","Other",11,0,0,175.14431949,3,20,39.740928127
1,16200,83448,135447,"DebtCon","Mgr",17,0,5,129.78013164,9,19,45.554415483
0,10600,27666,56218,"HomeImp","Other",3,0,0,249.85118993,0,10,39.528326336
0,6200,75121,96462,"DebtCon","ProfExe",0,NA,NA,NA,NA,NA,27.167655962
0,16800,58193,82942,"DebtCon","Other",1,0,0,320.06300966,3,16,42.845962863
0,22600,NA,58856,"DebtCon","Other",NA,0,1,298.81954171,0,18,38.195026538
0,26400,128413,207302,"DebtCon","ProfExe",9,0,0,228.01513165,3,26,17.872195182
0,20000,32000,56373,"DebtCon","Other",1,0,0,113.56666667,1,17,NA
1,9000,52257,58275,"DebtCon","Sales",5,0,0,80.251800985,0,21,34.144725947
0,16300,96431,161284,NA,"Other",NA,0,NA,256.3719323,NA,23,39.07781351
0,15900,96854,156450,"DebtCon","Mgr",1,0,0,212.66600461,0,19,40.213384582
1,26800,89146,128923,"DebtCon","Mgr",7,2,1,114.46195526,7,16,2.8302971697
0,51000,39609,60837,"DebtCon","Office",5,0,NA,178.88867078,0,16,30.841045005
0,11500,53151,71645,"HomeImp","Other",7,0,0,135.80047603,0,16,35.851614414
0,15000,23473,74000,"HomeImp","Other",NA,0,0,244.76666667,1,50,NA
0,14200,83231,99400,"HomeImp","ProfExe",6,0,0,130.16751478,1,26,27.172964706
1,1100,25860,39025,"HomeImp","Other",10.5,0,0,94.366666667,1,9,NA
0,19500,10506,70945,"DebtCon","Office",NA,0,0,247.79199149,0,22,39.755605133
0,50000,44000,59000,"DebtCon","Office",12,0,1,102.5,2,26,NA
0,11300,129489,195105,"HomeImp","Office",0,0,1,356.31348584,0,16,41.634017956
0,18300,26982,59552,"DebtCon","ProfExe",15,0,0,183.61441489,1,19,36.299617975
0,17900,62697,89848,"DebtCon","Office",7,0,0,113.05889691,0,19,24.072191356
0,12100,55147,72553,"DebtCon","Other",0,0,0,229.40617542,0,10,35.867729634
0,49900,45455,102971,"HomeImp","Self",9,0,0,197.96330934,2,36,42.064279228
0,17700,50886,106673,"HomeImp","Other",2,0,2,57.090659606,1,10,40.85911311
0,10600,66590,77465,"HomeImp","Other",1,1,0,110.77162319,0,6,39.735785258
0,9400,61213,70800,"HomeImp","Other",5,0,0,75.862659733,3,20,39.403812388
0,23500,95289,122273,"HomeImp","Mgr",9,0,0,118.61613434,1,23,30.447274539
0,26600,94954,131913,"DebtCon","ProfExe",0,1,0,187.14082357,2,37,35.270113219
1,33000,153000,164000,"DebtCon","Office",9,0,0,117.66666667,4,32,NA
1,33400,59000,85000,"HomeImp","Self",2,0,7,240.43333333,3,26,NA
1,15500,26452,43900,"DebtCon","Mgr",21,1,2,215.06666667,0,19,NA
0,21400,85609,108469,"DebtCon","Mgr",24,NA,1,306.18366191,0,43,39.919289908
0,34000,121625,169369,"DebtCon","ProfExe",15,0,0,112.31499706,0,17,28.994312374
0,31400,12617,36082,"DebtCon","Other",30,0,0,205.4598874,0,15,41.979000667
1,26500,61223,92255,"DebtCon","Other",2,0,1,214.03253889,0,17,1.8555399803
0,11000,106762,123138,"DebtCon",NA,2,0,0,131.01191573,0,25,32.80374334
0,35600,20552,46697,"DebtCon","Mgr",7,0,0,45.14448683,0,6,36.062827417
0,12100,85121,113744,"DebtCon","ProfExe",0,0,2,139.48533969,0,34,33.943437719
0,39400,148631,207976,"HomeImp","ProfExe",6,0,0,151.25694622,0,31,35.43199305
1,11800,74512,93328,"HomeImp","Office",4,5,0,117.91881998,NA,16,58.295989944
0,26900,215692,286555,"HomeImp","ProfExe",8,NA,5,468.1781224,NA,55,30.55300542
0,20200,NA,72469,"HomeImp","Office",8,0,0,120.30325703,2,5,20.505771156
0,6700,48430,64358,"HomeImp","Other",0,1,NA,108.35174747,NA,13,38.894194746
0,30100,78124,116280,"DebtCon","Mgr",10,0,0,73.753383522,1,35,26.406331958
1,19000,15100,23200,"HomeImp","Other",3.2,1,1,64.9,3,21,NA
0,64200,64888,145725,"HomeImp","Office",10,0,1,136.94781122,0,11,40.531823103
1,5000,NA,74500,"HomeImp","Other",19,NA,NA,NA,NA,NA,NA
0,6300,44226,57779,"DebtCon",NA,7,NA,0,63.626413251,NA,16,33.111829109
1,9600,42357,99756,"HomeImp","Office",4,1,4,354.65022495,0,30,36.525172928
0,19900,68830,107598,"DebtCon","Office",10,0,0,202.93419537,2,13,30.957516266
0,15900,38860,68912,"DebtCon","ProfExe",9,0,0,250.92750292,1,16,22.175263227
0,8400,77916,93589,"DebtCon","ProfExe",0,NA,NA,NA,NA,NA,27.873870625
1,12000,69000,92900,"HomeImp","ProfExe",2,0,0,115.9,0,15,NA
0,18400,48970,69559,"DebtCon","ProfExe",20,0,0,178.01583301,0,23,39.707988067
0,16000,NA,51792,"DebtCon","Other",NA,NA,NA,340.68496842,NA,17,30.611518791
0,9000,131108,199295,"DebtCon","ProfExe",1,0,0,61.000985499,1,22,35.930610888
0,6200,171582,245730,"DebtCon","Sales",NA,0,0,135.10893025,0,22,39.783818126
0,24300,142000,175000,"DebtCon","ProfExe",6,0,0,323.66666667,0,35,NA
0,18600,58992,86816,"DebtCon",NA,4,0,0,103.50429531,0,16,40.956598244
0,68100,193298,288525,"DebtCon","Self",10,0,0,228.28729515,2,25,30.395869434
0,2900,103949,112505,"HomeImp","Office",1,0,0,96.10232967,0,13,30.051136286
1,5100,30755,46735,"HomeImp","Other",10,0,0,69,0,17,NA
0,19900,16232,70592,"DebtCon","Office",NA,0,0,242.36540259,0,22,39.446251418
1,10000,NA,NA,NA,"Other",15,2,2,108.93333333,3,31,NA
0,37900,201996,272874,"DebtCon","ProfExe",3,0,0,249.8265925,0,32,31.427582447
1,6500,60054,70434,"HomeImp","Other",1,0,0,127.06270157,2,21,37.800352933
0,11400,43530,56600,"HomeImp","Other",21,0,0,114.98297904,0,23,39.481662901
0,20100,84965,110676,"DebtCon","Mgr",18,0,0,244.02972997,5,30,38.627830219
0,43300,18824,63487,"DebtCon","Other",22,0,0,212.25488936,0,30,41.246735956
0,21200,84117,118884,"DebtCon","Other",9,0,0,302.20690049,2,16,36.190524264
1,10000,34900,48000,"HomeImp","Other",3,0,0,288.16666667,1,3,NA
0,26400,122105,165000,"DebtCon","Mgr",1,0,0,234.4,2,24,NA
0,5700,NA,74685,NA,NA,NA,NA,NA,NA,NA,NA,24.274865275
0,30800,129062,176389,"DebtCon","Mgr",13,0,0,184.31937605,2,28,40.894302088
0,12700,149272,176467,"HomeImp","Office",7,0,0,191.90446359,1,55,33.902320006
0,8600,14762,66271,"HomeImp","Office",25,0,0,318.14927755,1,13,42.276634205
1,9900,71371,84865,"DebtCon","Mgr",0,2,0,94.805235749,0,12,38.211305102
0,18500,57174,91772,"HomeImp","ProfExe",4,0,0,129.66321658,0,13,28.904478844
0,7000,55000,63000,"HomeImp","Other",5,0,0,84.733333333,3,20,NA
0,16800,50050,140222,"DebtCon","Other",4,0,0,272.49983533,5,43,40.033378243
1,10700,122000,148000,"DebtCon","ProfExe",0.7,0,0,165.33333333,7,29,NA
0,23500,146371,179434,"DebtCon","ProfExe",6,NA,NA,195.17814464,4,43,39.94505447
0,22100,NA,65192,"HomeImp","Office",9,0,0,128.1567931,1,4,18.882955601
0,28800,151328,194243,"HomeImp","Self",2,0,0,174.97705282,0,17,42.112540128
0,10300,NA,50548,"HomeImp","Mgr",5,NA,NA,165.55319924,NA,9,23.886330813
0,12100,13218,82386,"DebtCon","Other",7,0,0,262.39425427,0,14,18.430472375
0,7000,16047,67750,"HomeImp","Office",21,0,0,315.32145267,0,12,38.693655802
0,29200,139299,180818,"DebtCon","ProfExe",1,0,0,226.86114488,1,19,40.817309246
0,10800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,34100,138523,196555,"DebtCon","ProfExe",21,0,0,185.00543467,1,22,38.896039504
1,50100,256431,NA,NA,"Other",0,0,4,142.34320495,2,25,3.342569837
0,14600,6871,52457,"DebtCon","ProfExe",4,0,0,317.24400167,0,16,17.617908723
0,11800,52104,61618,"DebtCon","Office",0,0,0,160.74993141,0,21,37.129512042
0,9900,108155,219936,"HomeImp","ProfExe",2,0,0,126.93937738,1,15,27.992051659
0,13900,47741,69111,"DebtCon","Other",2,0,0,254.25961308,0,21,28.885618182
0,11700,101520,110617,"DebtCon","Other",18,0,2,198.54334807,1,16,38.721259448
0,41500,97536,158739,"DebtCon","Other",13,NA,1,212.77443455,3,31,42.301907236
0,79200,22940,110114,"HomeImp",NA,28,0,1,144.61612625,0,13,32.366511586
0,17200,11950,170000,"HomeImp","Mgr",22,0,0,77.283384968,1,20,28.82169866
0,14400,63671,70982,"DebtCon","ProfExe",0,0,0,169.34664702,1,34,42.791632518
0,20200,25956,92553,"DebtCon","ProfExe",7,0,0,156.2693203,0,21,28.290439504
0,15000,84832,107207,"HomeImp","Other",19,0,0,124.45053234,4,23,28.558183481
0,13000,60719,73677,NA,"Other",11,0,0,256.7103553,0,26,27.310106973
1,11000,122751,140000,"DebtCon","Other",5,0,0,116.7,2,30,NA
0,7400,NA,54138,"HomeImp",NA,1,0,0,NA,0,0,12.219679961
1,13900,51653,85578,"DebtCon","Other",13,0,0,90.273079432,0,7,41.693377223
0,15000,NA,48800,"DebtCon","Office",2,0,0,86.266666667,2,9,NA
0,42200,21427,61457,"DebtCon","Other",19,0,0,183.48181171,1,30,39.864738809
0,14000,32000,48500,"DebtCon","ProfExe",4,0,0,255.66666667,1,35,NA
1,11900,58104,77870,"HomeImp","Other",7,0,0,69.433333333,1,19,NA
0,8000,82547,105361,"DebtCon","ProfExe",24,0,0,52.59326412,2,13,32.160922592
0,43800,NA,54046,"DebtCon","Other",NA,5,NA,113.10435634,NA,19,29.997904971
0,12300,89333,106107,"HomeImp","Other",19,0,0,120.25788605,3,24,28.774702133
0,21500,25984,47386,"DebtCon","Other",1,NA,NA,305.84971646,NA,25,36.600613063
0,20900,59228,92224,"DebtCon","Office",1,0,0,157.07118358,1,21,37.677209372
0,11100,148235,182053,"HomeImp","Office",4,0,0,198.80971711,0,55,33.538726152
0,21700,187311,230513,"DebtCon","ProfExe",2,0,0,270.47903997,0,27,38.999232038
0,25000,199000,236200,"HomeImp","Other",8,0,0,133.36666667,1,42,NA
0,24300,93520,137241,"DebtCon","ProfExe",NA,0,0,199.76356315,0,20,27.471559692
0,20000,23140,47548,"DebtCon","Other",1,NA,NA,322.00459581,NA,24,35.459509616
0,8600,NA,51703,NA,NA,NA,NA,NA,NA,NA,NA,12.10514386
1,25000,59000,34000,"DebtCon","Sales",10,4,2,125.83333333,7,23,NA
0,23500,62441,97293,"DebtCon","Office",1,0,0,152.83275416,0,21,34.531259989
1,5000,63125,126500,"HomeImp","Office",3,0,0,100.3,0,14,NA
1,19600,117646,149975,"DebtCon","Other",4,0,0,114.21361486,1,12,31.222802648
0,21800,48162,70361,"DebtCon","Office",2,0,0,227.98627911,0,12,36.061816398
0,12800,206527,227737,"HomeImp","ProfExe",11,0,0,225.20132562,0,22,31.12184071
1,23300,71734,100072,"DebtCon","ProfExe",6,0,7,122.79944314,0,21,34.530438587
1,12900,117900,143433,"DebtCon","Mgr",6,0,0,227.93289343,0,35,47.619763526
0,28700,133188,179454,"DebtCon","ProfExe",1,1,0,223.34866354,1,19,41.136159259
0,28900,134509,211558,"DebtCon","ProfExe",10,0,0,247.84445257,2,27,20.610706647
0,27400,51298,90010,"DebtCon","Other",6,1,0,146.65622021,3,29,42.159936538
0,13000,61865,72045,"DebtCon","ProfExe",0,0,0,172.69668464,2,34,42.565582285
0,26400,43781,66030,"DebtCon","Office",17,0,0,184.3849541,2,21,31.489905776
0,17200,39316,66978,"DebtCon",NA,4,0,0,99.985975956,1,10,26.437084055
0,20400,86559,123114,"DebtCon","Other",9,0,0,280.79322574,2,16,34.439171107
0,26700,129559,170042,"DebtCon","Mgr",1,0,0,232.64617336,1,24,34.117532893
0,19900,90966,154351,"HomeImp","ProfExe",4,0,0,103.97544215,0,17,35.405919939
1,6200,NA,NA,"DebtCon","Self",3,NA,NA,80.5,2,17,NA
0,8100,NA,56386,"HomeImp","Other",11,1,0,294.60276683,2,12,32.385956174
0,6400,81116,86148,"HomeImp","ProfExe",8,0,0,262.17542613,0,11,42.068268179
0,22800,NA,97634,"HomeImp","Other",8,0,0,177.56974031,1,16,40.772248428
0,13300,80059,121790,NA,NA,NA,NA,NA,NA,NA,NA,34.561831401
0,19300,33970,102792,"HomeImp","Other",6,0,0,145.02024526,0,14,31.874217469
0,14700,106417,123580,"HomeImp","ProfExe",9,0,0,166.49606529,3,31,29.316710061
0,10100,54873,73085,"HomeImp","Other",5,0,1,252.25289259,1,16,38.727417297
0,12000,102109,121229,"DebtCon",NA,2,0,0,104.48259122,0,25,34.767288887
1,25000,110048,NA,"DebtCon","Other",1,0,1,126.4,2,24,NA
0,35600,116080,163905,"DebtCon","Other",NA,0,0,252.37103693,3,14,34.62775217
0,20000,27782,58313,"DebtCon","ProfExe",16,0,0,185.17063715,1,20,38.68480699
1,10000,76700,97800,"DebtCon","Other",25,NA,10,205.23333333,3,26,NA
1,40000,159000,225000,"HomeImp","Self",5,0,0,6.1333333333,8,3,NA
1,17900,NA,31953,"HomeImp","Other",10,0,1,74.429307591,1,2,29.975603348
0,9000,41153,51841,"DebtCon","Office",10,0,0,210.28268954,0,23,32.424293056
0,43000,18388,64896,"DebtCon","Other",20,0,0,207.06646325,0,31,40.77787713
1,17900,70046,135917,"DebtCon","Self",1,1,2,138.01100827,0,16,38.289202295
0,9000,29000,51740,NA,"Other",31,0,0,243.2,0,19,NA
0,11600,64510,71105,"DebtCon","ProfExe",5,0,0,150.26333198,1,34,43.239187116
0,11100,72402,86584,"DebtCon","Mgr",8,0,0,102.97207872,0,22,29.655713203
0,6000,NA,43300,"HomeImp","Other",NA,NA,NA,100.93333333,NA,9,NA
1,12500,55000,75393,"DebtCon","Other",0.75,0,1,113.03333333,1,16,NA
0,14200,64235,76965,"DebtCon",NA,9,NA,NA,NA,NA,NA,24.835957923
1,40000,53543,NA,"DebtCon","Other",3.5,1,8,159.3,2,39,NA
0,6900,49932,66042,"HomeImp","Office",20,0,0,204.48458275,0,19,21.855494126
1,24000,88783,116967,"DebtCon","Self",2,0,0,171.50625674,5,23,56.961838569
0,18200,93702,158647,"HomeImp","ProfExe",4,0,1,96.177793274,0,16,34.709935978
0,14000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.689710943
0,10400,63626,79477,NA,"Other",12,0,0,260.79726222,0,27,27.942866028
0,8000,49000,60000,"DebtCon","Mgr",11,0,0,107.53333333,1,19,NA
0,12900,69770,87000,"DebtCon","Other",6,0,0,201.93333333,3,19,NA
0,28300,72572,117311,"DebtCon","Other",6,0,0,85.797248152,1,32,39.876503701
0,17500,17889,94453,"DebtCon","Other",19,0,0,244.3562274,2,41,35.744770886
0,10000,41949,51684,"DebtCon","Other",15,0,0,84.123450947,0,12,31.267318776
0,40500,66895,113770,"DebtCon","Mgr",14,0,0,188.14041683,0,22,38.085328131
0,16400,119879,128546,"DebtCon",NA,16,0,0,182.99738116,0,17,40.850886838
0,21900,94320,140698,"DebtCon","ProfExe",NA,0,0,208.24175781,0,20,29.188979738
0,5900,NA,66903,NA,NA,NA,NA,NA,NA,NA,NA,32.782926828
0,13000,77355,114400,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,15100,38549,59853,"DebtCon",NA,5,0,0,104.18324735,2,9,29.141862813
0,6700,69773,83014,"HomeImp","Other",0,1,0,263.17343429,0,5,37.70699649
0,14700,14275,90376,"HomeImp","Other",14,0,1,273.60251714,0,23,26.84247974
0,6600,95450,112630,"HomeImp","Office",23,0,0,122.81558408,0,12,36.773458722
0,10400,37233,52320,"DebtCon","Other",15,0,0,88.677328625,0,11,31.056436786
0,34100,241545,42189,"DebtCon","Mgr",1,0,2,196.55422123,3,50,42.042706176
0,17700,85150,113104,"DebtCon","ProfExe",11,0,0,148.0652591,2,19,38.962872064
0,12100,12000,33938,"DebtCon","Mgr",9,0,0,118.76666667,0,11,NA
0,22400,16630,56824,"DebtCon","Other",25,0,1,199.7384646,0,24,27.027787429
0,14000,51721,61193,"DebtCon","Other",0,0,0,186.99935879,2,12,25.81001106
0,22100,69697,102155,"HomeImp","Mgr",13,0,0,164.78494744,0,28,36.278473908
0,31900,34498,82962,"DebtCon","Other",NA,NA,NA,285.2974893,0,16,41.155241247
0,12600,71370,90316,"HomeImp","Office",26,0,0,162.3574415,2,14,39.875483802
0,32000,22832,43358,"DebtCon","Other",1,0,0,68.328984239,0,7,13.665797689
0,12000,94000,112125,"HomeImp","Office",2,0,0,143.03333333,1,22,NA
0,9400,109991,125146,"DebtCon","Self",7,0,1,171.67981114,0,18,34.813468594
1,10000,20500,54600,"HomeImp","Self",15,0,0,160.33333333,2,11,NA
1,16400,54818,74447,"DebtCon","Office",3,2,3,208.08886428,1,50,41.95642972
1,13000,7200,24869,"HomeImp","Other",0.7,9,1,193.8,0,9,NA
0,24600,113034,165176,"DebtCon","Mgr",15,0,0,194.84216401,0,26,32.770147929
0,15500,59316,80837,"DebtCon","Other",1,0,0,126.91272316,3,11,35.901463044
0,21700,47024,71628,"DebtCon","ProfExe",10,0,0,177.60206564,1,41,37.125361745
0,22700,155284,197634,"DebtCon","ProfExe",15,NA,NA,103.7859943,0,24,29.540322043
0,3800,11543,46045,"HomeImp","Self",NA,0,0,204.64799167,0,11,42.173165882
0,14700,89448,115380,"DebtCon","Office",11,0,0,222.81508892,0,12,40.524796869
0,8300,57503,72704,"DebtCon",NA,18,0,0,156.59370755,0,11,33.337118756
0,17000,10866,171952,"HomeImp","Mgr",24,0,0,79.991975497,2,21,29.846958737
0,13300,50039,63784,"DebtCon","Other",3,0,0,176.84619551,0,13,27.865588733
0,22900,64803,92258,"DebtCon","Other",3,1,0,84.925881368,2,29,33.68409323
0,20800,NA,130472,"HomeImp","Other",1,0,0,308.41035403,3,21,29.665452406
0,15100,73505,109656,"DebtCon","Other",5,0,0,81.964151286,2,13,36.461210536
0,8600,38646,54073,"DebtCon","Other",14,0,0,89.555852767,0,11,32.530256646
0,15000,116000,202800,"DebtCon","Other",3.5,0,0,202.96666667,0,17,NA
0,10000,32000,59000,"DebtCon","Office",24,0,1,232.33333333,1,29,NA
0,16500,44330,72618,"DebtCon","Other",6,0,0,101.49536566,2,15,41.457025199
1,13800,97778,116814,"DebtCon","Other",15,1,3,120.78139621,1,22,23.20471329
0,9900,35448,58056,"DebtCon","Other",11,0,0,229.5228444,1,31,37.297432095
0,15300,NA,53184,"DebtCon","Office",1,0,0,81.62597086,1,9,39.007822759
1,5500,NA,13770,"HomeImp","Mgr",5,0,1,167.36666667,1,8,NA
1,20000,151982,NA,"DebtCon","Self",NA,2,5,146.5,1,43,NA
0,10000,124000,192000,"HomeImp","Office",0,0,1,346.96666667,0,16,NA
0,14200,84718,103804,"HomeImp","Other",21,0,0,123.66357507,4,23,30.635348147
0,23500,NA,66217,"DebtCon","Other",24,0,1,122.14755148,1,8,20.17202126
0,11400,84380,202186,"HomeImp","Self",13,0,0,34.914371682,NA,7,18.84034872
0,13300,38232,59482,"DebtCon","Mgr",NA,NA,NA,NA,NA,NA,36.027104172
0,21300,134578,176968,NA,"Mgr",25,NA,5,334.06591692,0,27,31.875771087
0,17700,17480,41055,NA,"Office",1,0,0,196.1319389,0,15,37.923659517
0,9000,56930,67557,"DebtCon","Other",0,0,1,118.69951614,2,18,36.686882044
0,39500,30972,70545,"DebtCon","ProfExe",3,0,0,197.45242891,2,17,25.360557346
0,22300,NA,136587,"HomeImp","Other",1,0,0,311.65908119,3,20,29.910707758
1,5400,59720,63450,"HomeImp","ProfExe",5,0,1,199.9,1,20,NA
0,21300,145324,179995,"DebtCon","ProfExe",5,NA,NA,199.47673517,5,42,39.839640135
0,10700,126751,184554,"DebtCon","Other",8,0,0,225.87035215,0,19,34.13705457
0,13600,66098,76014,"HomeImp","Office",12,0,0,245.60569562,1,32,43.396204585
0,21300,68544,89908,"DebtCon","Other",3,0,0,101.77402013,2,30,32.825450581
1,5200,NA,9500,"DebtCon","Other",1,0,1,81.1,1,2,NA
0,10100,57881,69554,"HomeImp","Other",29,0,3,189.92452243,1,24,34.61045543
0,27600,129311,188143,"DebtCon","Mgr",1,NA,NA,122.51688476,NA,39,30.474173738
0,12300,60200,77079,"HomeImp","Office",13,0,0,242.24413818,1,32,45.394168545
0,21300,67282,86861,"DebtCon","Office",4,NA,NA,173.79250726,NA,15,37.364528826
