"","age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","Class"
"3013",32,"blue-collar","married","primary","no",1287,"yes","no","cellular",14,"apr",297,2,-1,0,"unknown",0
"3014",47,"admin.","married","secondary","no",3936,"yes","no","telephone",31,"jul",15,2,-1,0,"unknown",0
"3015",55,"admin.","married","secondary","no",6207,"yes","no","unknown",26,"jun",113,5,-1,0,"unknown",0
"3016",55,"retired","married","secondary","no",1279,"yes","no","cellular",13,"may",446,3,357,8,"other",0
"3017",39,"entrepreneur","married","tertiary","yes",-172,"yes","no","cellular",15,"may",562,2,-1,0,"unknown",1
"3018",31,"blue-collar","single","secondary","no",39,"yes","no","cellular",15,"may",123,5,-1,0,"unknown",0
"3019",39,"management","married","primary","no",1749,"yes","no","unknown",29,"may",46,1,-1,0,"unknown",0
"3020",34,"services","married","secondary","no",703,"no","no","cellular",17,"apr",282,2,150,2,"failure",0
"3021",51,"management","married","tertiary","no",176,"yes","yes","unknown",1,"jun",8,1,687,2,"failure",0
"3022",31,"services","married","secondary","no",1062,"yes","yes","cellular",6,"apr",230,1,-1,0,"unknown",0
"3023",57,"blue-collar","married","secondary","no",490,"yes","no","cellular",18,"aug",70,5,-1,0,"unknown",0
"3024",38,"management","married","tertiary","no",272,"yes","no","cellular",24,"jul",62,1,-1,0,"unknown",0
"3025",36,"technician","single","secondary","no",9149,"yes","no","cellular",13,"aug",141,3,-1,0,"unknown",0
"3026",55,"admin.","divorced","secondary","no",873,"yes","yes","unknown",3,"jun",131,1,-1,0,"unknown",0
"3027",32,"management","married","tertiary","no",62,"yes","no","cellular",14,"may",166,1,-1,0,"unknown",0
"3028",32,"technician","married","secondary","no",4174,"yes","no","unknown",21,"may",314,2,-1,0,"unknown",0
"3029",27,"technician","single","secondary","no",78,"yes","yes","cellular",18,"may",5,2,-1,0,"unknown",0
"3030",54,"housemaid","married","unknown","no",909,"no","no","cellular",20,"aug",111,3,-1,0,"unknown",0
"3031",45,"blue-collar","married","primary","no",323,"yes","no","unknown",13,"may",276,2,-1,0,"unknown",0
"3032",30,"technician","single","secondary","yes",1,"no","no","cellular",7,"aug",407,4,-1,0,"unknown",0
"3033",57,"technician","married","secondary","no",437,"yes","no","unknown",19,"may",44,4,-1,0,"unknown",0
"3034",32,"housemaid","married","primary","no",51,"yes","no","cellular",12,"may",324,1,-1,0,"unknown",0
"3035",45,"blue-collar","married","primary","no",-66,"yes","no","unknown",6,"may",263,2,-1,0,"unknown",0
"3036",35,"technician","single","tertiary","no",470,"yes","no","cellular",25,"jul",743,13,-1,0,"unknown",1
"3037",58,"blue-collar","married","primary","no",99,"yes","no","unknown",20,"may",215,3,-1,0,"unknown",0
"3038",54,"admin.","married","secondary","no",4943,"no","no","cellular",12,"aug",145,11,-1,0,"unknown",0
"3039",49,"technician","married","tertiary","no",523,"yes","no","cellular",2,"jun",712,1,60,3,"failure",1
"3040",43,"management","divorced","tertiary","no",1133,"yes","no","cellular",5,"may",131,1,-1,0,"unknown",0
"3041",27,"management","single","secondary","no",967,"yes","no","unknown",21,"may",162,1,-1,0,"unknown",0
"3042",29,"services","single","secondary","no",153,"no","no","cellular",15,"jul",734,2,-1,0,"unknown",0
"3043",31,"admin.","divorced","secondary","no",53,"yes","no","unknown",7,"may",128,4,-1,0,"unknown",0
"3044",36,"admin.","married","secondary","no",-118,"yes","yes","unknown",23,"may",263,2,-1,0,"unknown",0
"3045",32,"management","single","tertiary","no",354,"no","no","cellular",4,"mar",177,2,133,5,"other",1
"3046",57,"admin.","married","secondary","no",2518,"yes","no","cellular",11,"jul",82,2,-1,0,"unknown",0
"3047",28,"management","single","tertiary","no",447,"yes","yes","unknown",5,"may",217,1,-1,0,"unknown",0
"3048",59,"blue-collar","married","primary","no",699,"no","no","cellular",28,"jan",98,1,154,6,"failure",0
"3049",49,"housemaid","married","primary","no",0,"no","no","telephone",16,"jul",46,8,-1,0,"unknown",0
"3050",29,"blue-collar","single","secondary","no",445,"yes","no","unknown",21,"may",139,2,-1,0,"unknown",0
"3051",54,"management","married","tertiary","no",1623,"no","no","cellular",31,"jul",25,8,-1,0,"unknown",0
"3052",48,"management","married","tertiary","no",6748,"no","no","cellular",27,"aug",162,3,-1,0,"unknown",0
"3053",35,"management","single","tertiary","no",2808,"yes","no","unknown",19,"jun",221,12,-1,0,"unknown",0
"3054",41,"admin.","divorced","secondary","no",762,"yes","no","unknown",6,"jun",319,4,-1,0,"unknown",0
"3055",51,"blue-collar","married","primary","no",0,"no","no","cellular",7,"aug",228,6,-1,0,"unknown",0
"3056",28,"technician","single","tertiary","no",865,"no","no","cellular",16,"sep",177,1,-1,0,"unknown",0
"3057",33,"admin.","divorced","tertiary","no",777,"no","yes","cellular",25,"may",344,1,-1,0,"unknown",0
"3058",39,"technician","married","secondary","no",52,"no","no","cellular",12,"aug",96,2,-1,0,"unknown",0
"3059",53,"technician","married","primary","no",70,"yes","no","telephone",12,"may",11,6,-1,0,"unknown",0
"3060",46,"blue-collar","married","primary","no",2313,"yes","no","cellular",12,"may",788,2,-1,0,"unknown",0
"3061",32,"management","divorced","tertiary","no",1486,"yes","no","cellular",21,"jul",151,2,-1,0,"unknown",0
"3062",40,"student","married","secondary","no",260,"no","no","cellular",19,"nov",52,1,152,6,"failure",0
"3063",43,"management","married","tertiary","no",1712,"yes","no","cellular",14,"may",254,11,-1,0,"unknown",0
"3064",24,"student","single","secondary","no",125,"no","no","cellular",11,"aug",477,1,-1,0,"unknown",0
"3065",45,"blue-collar","married","primary","no",1297,"yes","no","unknown",6,"may",233,2,-1,0,"unknown",0
"3066",35,"self-employed","married","secondary","no",0,"yes","no","unknown",29,"may",633,6,-1,0,"unknown",0
"3067",37,"management","single","tertiary","no",8828,"no","no","unknown",12,"jun",1010,3,-1,0,"unknown",1
"3068",35,"technician","married","secondary","no",1368,"no","no","cellular",27,"may",329,1,41,2,"other",1
"3069",36,"blue-collar","single","secondary","no",1168,"yes","no","unknown",23,"may",242,3,-1,0,"unknown",0
"3070",49,"technician","divorced","secondary","no",1669,"yes","no","unknown",20,"jun",34,3,-1,0,"unknown",0
"3071",35,"entrepreneur","married","tertiary","no",512,"yes","no","unknown",30,"may",659,1,-1,0,"unknown",0
"3072",37,"blue-collar","married","secondary","no",965,"yes","no","cellular",28,"jul",119,4,-1,0,"unknown",0
"3073",45,"self-employed","divorced","tertiary","yes",75,"yes","yes","cellular",4,"feb",236,1,-1,0,"unknown",0
"3074",56,"management","divorced","tertiary","no",968,"no","no","cellular",17,"nov",105,1,-1,0,"unknown",0
"3075",27,"services","single","secondary","no",1928,"no","yes","cellular",15,"jul",513,5,-1,0,"unknown",0
"3076",31,"technician","single","tertiary","no",1527,"yes","no","cellular",18,"jun",140,2,-1,0,"unknown",0
"3077",47,"housemaid","divorced","primary","no",617,"no","no","telephone",29,"jul",119,7,-1,0,"unknown",0
"3078",37,"services","married","secondary","no",-58,"yes","no","unknown",16,"jun",146,3,-1,0,"unknown",0
"3079",49,"services","married","secondary","no",202,"yes","no","cellular",17,"nov",651,2,104,1,"failure",1
"3080",36,"blue-collar","divorced","secondary","no",638,"yes","no","unknown",16,"jun",1395,2,-1,0,"unknown",1
"3081",42,"services","married","secondary","no",1165,"yes","no","cellular",18,"may",485,6,-1,0,"unknown",0
"3082",47,"blue-collar","married","primary","no",117,"yes","no","unknown",7,"may",113,2,-1,0,"unknown",0
"3083",32,"blue-collar","married","secondary","no",478,"yes","no","unknown",3,"jun",200,1,-1,0,"unknown",0
"3084",60,"technician","married","secondary","no",591,"no","no","telephone",23,"jul",248,2,-1,0,"unknown",0
"3085",80,"retired","married","primary","no",1021,"no","no","telephone",26,"feb",37,1,-1,0,"unknown",0
"3086",35,"technician","single","secondary","no",1609,"yes","no","unknown",30,"may",288,3,-1,0,"unknown",0
"3087",54,"blue-collar","married","primary","no",2933,"yes","no","unknown",15,"may",144,2,-1,0,"unknown",0
"3088",47,"housemaid","married","primary","no",97,"no","yes","telephone",21,"nov",109,1,-1,0,"unknown",0
"3089",58,"self-employed","married","secondary","no",372,"no","no","unknown",17,"jun",315,2,-1,0,"unknown",0
"3090",30,"management","married","tertiary","no",740,"yes","yes","cellular",11,"may",242,3,341,1,"other",0
"3091",75,"retired","married","primary","no",3504,"no","no","telephone",9,"aug",195,1,-1,0,"unknown",0
"3092",35,"self-employed","married","tertiary","no",137,"no","no","cellular",5,"feb",142,4,-1,0,"unknown",0
"3093",30,"services","single","primary","yes",81,"yes","no","telephone",5,"feb",37,1,-1,0,"unknown",0
"3094",43,"services","married","primary","no",2567,"yes","no","cellular",14,"may",109,1,360,2,"failure",0
"3095",29,"blue-collar","married","primary","no",410,"no","yes","telephone",25,"jul",297,2,-1,0,"unknown",0
"3096",36,"management","married","tertiary","no",0,"yes","yes","cellular",14,"jul",119,2,-1,0,"unknown",0
"3097",39,"management","married","tertiary","no",266,"yes","yes","cellular",12,"may",251,1,-1,0,"unknown",0
"3098",42,"management","divorced","tertiary","no",461,"yes","no","unknown",3,"jun",72,1,-1,0,"unknown",0
"3099",34,"admin.","single","secondary","no",303,"no","no","cellular",4,"jun",282,3,126,3,"failure",1
"3100",34,"management","married","tertiary","no",731,"yes","no","cellular",21,"nov",378,4,-1,0,"unknown",0
"3101",45,"management","divorced","tertiary","no",6542,"yes","no","cellular",13,"aug",93,4,-1,0,"unknown",0
"3102",42,"technician","single","secondary","no",417,"no","no","cellular",21,"jul",177,1,-1,0,"unknown",0
"3103",48,"management","divorced","secondary","no",1598,"yes","no","unknown",29,"may",84,1,-1,0,"unknown",0
"3104",38,"management","married","tertiary","no",655,"no","no","cellular",3,"feb",389,3,-1,0,"unknown",0
"3105",59,"technician","married","primary","no",3163,"yes","no","unknown",29,"may",240,2,-1,0,"unknown",0
"3106",47,"unknown","divorced","primary","no",0,"no","no","cellular",7,"jul",240,1,-1,0,"unknown",0
"3107",45,"services","divorced","secondary","no",1381,"no","no","unknown",19,"jun",653,2,-1,0,"unknown",0
"3108",30,"management","single","tertiary","no",2708,"no","no","cellular",19,"nov",479,1,-1,0,"unknown",0
"3109",31,"blue-collar","single","secondary","no",855,"yes","no","cellular",16,"apr",94,1,317,2,"failure",0
"3110",43,"management","married","tertiary","no",2759,"yes","yes","cellular",8,"aug",329,2,-1,0,"unknown",0
"3111",31,"self-employed","married","secondary","no",33,"no","no","cellular",6,"aug",165,4,-1,0,"unknown",0
"3112",33,"services","married","secondary","no",740,"no","yes","unknown",30,"jun",266,3,-1,0,"unknown",0
"3113",28,"management","single","tertiary","no",3611,"no","no","cellular",26,"feb",141,2,-1,0,"unknown",1
"3114",30,"student","single","unknown","no",-145,"no","yes","cellular",8,"jul",154,1,-1,0,"unknown",0
"3115",32,"admin.","single","tertiary","no",8866,"no","no","cellular",18,"mar",278,2,-1,0,"unknown",1
"3116",47,"retired","married","primary","yes",-13,"no","no","unknown",13,"may",295,1,-1,0,"unknown",0
"3117",51,"admin.","married","secondary","no",91,"no","no","cellular",19,"aug",224,2,-1,0,"unknown",0
"3118",50,"management","married","tertiary","no",0,"no","no","cellular",10,"aug",232,3,130,3,"other",0
"3119",30,"self-employed","married","secondary","no",1772,"yes","no","cellular",13,"apr",158,4,-1,0,"unknown",0
"3120",38,"blue-collar","married","unknown","no",976,"yes","no","unknown",29,"may",318,2,-1,0,"unknown",0
"3121",30,"blue-collar","married","secondary","no",177,"yes","no","cellular",9,"apr",62,2,332,3,"failure",0
"3122",37,"self-employed","divorced","tertiary","no",60,"no","yes","unknown",4,"jul",426,3,-1,0,"unknown",0
"3123",53,"management","married","tertiary","no",0,"no","no","cellular",26,"aug",240,2,-1,0,"unknown",0
"3124",44,"entrepreneur","single","tertiary","no",1240,"yes","no","cellular",18,"nov",88,1,-1,0,"unknown",0
"3125",41,"services","married","secondary","no",4505,"yes","no","unknown",14,"may",108,2,-1,0,"unknown",0
"3126",51,"services","married","secondary","no",2248,"yes","no","unknown",5,"may",714,2,-1,0,"unknown",0
"3127",23,"admin.","single","secondary","no",5,"yes","no","unknown",13,"may",93,1,-1,0,"unknown",0
"3128",38,"admin.","married","secondary","no",0,"yes","no","cellular",8,"may",175,2,-1,0,"unknown",0
"3129",32,"technician","divorced","tertiary","no",2558,"no","no","unknown",5,"may",148,2,-1,0,"unknown",0
"3130",38,"services","single","secondary","no",570,"yes","no","unknown",5,"may",75,2,-1,0,"unknown",0
"3131",57,"management","married","secondary","no",139,"no","no","cellular",17,"aug",80,1,-1,0,"unknown",0
"3132",36,"admin.","married","secondary","no",953,"yes","no","cellular",28,"may",77,1,100,1,"failure",0
"3133",66,"retired","married","secondary","no",995,"no","no","cellular",27,"feb",131,2,-1,0,"unknown",1
"3134",49,"management","single","tertiary","no",4465,"yes","no","cellular",20,"nov",72,2,-1,0,"unknown",0
"3135",58,"management","married","tertiary","no",246,"yes","no","cellular",7,"may",245,2,288,2,"failure",0
"3136",37,"technician","married","secondary","no",703,"no","no","cellular",31,"jul",92,2,-1,0,"unknown",0
"3137",28,"management","single","tertiary","no",1584,"yes","no","cellular",1,"sep",222,2,-1,0,"unknown",1
"3138",54,"admin.","divorced","secondary","no",1814,"no","no","unknown",13,"may",521,1,-1,0,"unknown",0
"3139",38,"blue-collar","single","primary","no",2198,"no","no","cellular",9,"feb",269,2,-1,0,"unknown",0
"3140",26,"admin.","single","secondary","no",-235,"yes","no","unknown",16,"may",103,1,-1,0,"unknown",0
"3141",54,"technician","married","secondary","no",2225,"no","yes","cellular",13,"aug",73,2,-1,0,"unknown",0
"3142",45,"management","married","tertiary","no",2022,"no","no","unknown",30,"may",340,1,-1,0,"unknown",0
"3143",25,"admin.","single","secondary","no",122,"yes","no","cellular",7,"may",481,2,-1,0,"unknown",1
"3144",40,"blue-collar","married","primary","no",13,"yes","no","unknown",4,"jul",178,1,-1,0,"unknown",0
"3145",46,"admin.","married","primary","no",40,"yes","no","unknown",7,"may",591,3,-1,0,"unknown",0
"3146",40,"management","married","secondary","no",4025,"yes","no","cellular",21,"nov",139,2,129,4,"failure",0
"3147",54,"admin.","married","secondary","no",0,"no","no","cellular",28,"jan",161,1,98,2,"failure",1
"3148",41,"technician","single","secondary","no",40,"no","no","cellular",5,"aug",149,2,-1,0,"unknown",0
"3149",69,"housemaid","single","unknown","no",2493,"no","no","cellular",13,"aug",368,1,-1,0,"unknown",0
"3150",46,"entrepreneur","married","secondary","no",122,"no","no","cellular",5,"feb",178,7,-1,0,"unknown",0
"3151",35,"self-employed","married","secondary","no",598,"yes","no","cellular",20,"apr",245,1,-1,0,"unknown",0
"3152",44,"housemaid","married","secondary","no",192,"no","no","unknown",11,"jun",232,2,-1,0,"unknown",0
"3153",44,"technician","single","secondary","no",3959,"yes","no","cellular",21,"nov",187,1,-1,0,"unknown",0
"3154",32,"technician","single","secondary","no",0,"yes","yes","unknown",26,"may",916,2,-1,0,"unknown",0
"3155",50,"admin.","married","secondary","no",176,"no","no","cellular",29,"jul",155,2,-1,0,"unknown",0
"3156",54,"management","married","secondary","no",-133,"yes","no","cellular",17,"apr",76,1,343,2,"failure",0
"3157",28,"management","single","tertiary","no",278,"no","yes","cellular",29,"jan",194,1,-1,0,"unknown",0
"3158",32,"technician","single","tertiary","no",632,"no","yes","cellular",6,"aug",103,2,-1,0,"unknown",0
"3159",24,"student","single","secondary","no",7,"yes","no","unknown",30,"may",86,3,-1,0,"unknown",0
"3160",56,"unemployed","married","primary","no",3391,"no","no","cellular",21,"apr",243,1,-1,0,"unknown",1
"3161",43,"blue-collar","married","primary","no",223,"yes","no","cellular",4,"feb",112,2,204,2,"other",0
"3162",58,"management","married","tertiary","no",2183,"yes","no","cellular",22,"jul",209,1,-1,0,"unknown",0
"3163",33,"admin.","single","secondary","no",322,"yes","no","unknown",28,"may",266,4,-1,0,"unknown",0
"3164",55,"technician","married","secondary","no",0,"no","no","cellular",27,"jul",506,2,-1,0,"unknown",0
"3165",32,"admin.","married","secondary","no",366,"no","no","cellular",14,"jan",366,2,-1,0,"unknown",1
"3166",37,"services","married","secondary","no",1483,"no","no","unknown",20,"jun",32,9,-1,0,"unknown",0
"3167",27,"services","single","secondary","no",482,"yes","no","unknown",6,"jun",220,2,-1,0,"unknown",0
"3168",51,"management","single","tertiary","no",6503,"no","no","telephone",21,"nov",178,5,-1,0,"unknown",0
"3169",48,"management","single","unknown","no",1009,"yes","no","cellular",9,"feb",138,5,256,1,"other",0
"3170",42,"management","married","secondary","no",-32,"yes","no","unknown",13,"may",77,1,-1,0,"unknown",0
"3171",39,"blue-collar","married","secondary","no",123,"no","no","unknown",17,"jun",110,1,-1,0,"unknown",0
"3172",34,"blue-collar","divorced","secondary","no",882,"no","yes","telephone",20,"oct",24,1,-1,0,"unknown",0
"3173",56,"technician","married","secondary","no",0,"yes","no","cellular",20,"apr",249,1,-1,0,"unknown",0
"3174",35,"blue-collar","married","secondary","no",293,"yes","no","cellular",17,"apr",1017,1,325,1,"other",1
"3175",46,"management","married","tertiary","no",587,"no","no","telephone",2,"feb",186,1,-1,0,"unknown",0
"3176",37,"admin.","married","tertiary","no",2741,"no","no","unknown",16,"jun",204,4,-1,0,"unknown",0
"3177",37,"management","single","tertiary","no",254,"no","no","cellular",19,"oct",120,1,-1,0,"unknown",0
"3178",69,"retired","married","primary","no",279,"no","no","telephone",12,"aug",26,1,-1,0,"unknown",0
"3179",54,"management","single","tertiary","no",2419,"yes","no","cellular",12,"aug",139,2,-1,0,"unknown",0
"3180",29,"unemployed","single","tertiary","no",1311,"no","no","cellular",28,"aug",622,1,-1,0,"unknown",1
"3181",59,"retired","divorced","secondary","no",21,"yes","no","telephone",19,"nov",121,2,-1,0,"unknown",0
"3182",71,"retired","married","primary","no",0,"no","no","cellular",16,"sep",246,3,-1,0,"unknown",0
"3183",26,"blue-collar","single","primary","no",16,"no","yes","cellular",8,"jul",249,2,-1,0,"unknown",0
"3184",48,"blue-collar","married","primary","no",108,"yes","no","telephone",15,"may",74,5,367,7,"other",0
"3185",36,"housemaid","married","tertiary","no",147,"yes","yes","cellular",25,"jul",1269,1,-1,0,"unknown",0
"3186",45,"housemaid","married","primary","no",3512,"no","no","cellular",16,"apr",96,1,-1,0,"unknown",0
"3187",30,"admin.","single","secondary","no",3156,"no","no","cellular",2,"feb",170,1,-1,0,"unknown",0
"3188",31,"admin.","single","secondary","yes",4,"yes","yes","cellular",8,"jul",144,1,-1,0,"unknown",0
"3189",29,"technician","divorced","secondary","no",477,"yes","yes","cellular",11,"may",58,1,305,1,"failure",0
"3190",30,"blue-collar","married","secondary","no",913,"yes","yes","cellular",19,"nov",433,2,-1,0,"unknown",0
"3191",28,"services","single","secondary","no",1136,"no","no","cellular",28,"jul",89,3,-1,0,"unknown",0
"3192",38,"blue-collar","married","secondary","no",748,"yes","no","cellular",31,"aug",98,3,-1,0,"unknown",0
"3193",41,"management","married","secondary","no",1956,"no","no","cellular",4,"may",114,6,168,11,"other",0
"3194",25,"technician","single","tertiary","no",1693,"no","no","cellular",5,"jun",96,2,-1,0,"unknown",0
"3195",32,"blue-collar","married","primary","yes",-148,"yes","no","cellular",4,"may",326,3,357,15,"other",0
"3196",39,"technician","married","secondary","no",2266,"no","no","cellular",22,"may",86,1,93,4,"success",0
"3197",61,"self-employed","divorced","tertiary","no",52587,"no","no","cellular",10,"aug",290,1,-1,0,"unknown",1
"3198",42,"blue-collar","married","secondary","no",314,"yes","yes","unknown",16,"may",269,2,-1,0,"unknown",0
"3199",35,"management","single","tertiary","no",250,"no","no","unknown",19,"jun",92,2,-1,0,"unknown",0
"3200",36,"blue-collar","married","secondary","no",249,"yes","no","cellular",15,"may",709,5,-1,0,"unknown",1
"3201",44,"admin.","married","secondary","no",185,"yes","no","cellular",18,"may",27,7,-1,0,"unknown",0
"3202",38,"housemaid","married","secondary","no",0,"yes","no","cellular",23,"jul",157,1,-1,0,"unknown",0
"3203",26,"technician","single","secondary","no",1873,"no","no","cellular",2,"aug",1013,3,276,2,"other",0
"3204",58,"management","married","secondary","no",111,"no","no","telephone",24,"mar",58,2,-1,0,"unknown",0
"3205",56,"management","married","primary","no",870,"no","no","cellular",16,"nov",257,1,-1,0,"unknown",1
"3206",37,"management","married","tertiary","no",46,"yes","no","cellular",15,"apr",154,1,-1,0,"unknown",0
"3207",28,"student","single","secondary","no",29,"no","yes","cellular",6,"feb",402,1,-1,0,"unknown",0
"3208",34,"technician","single","secondary","no",27446,"yes","no","cellular",21,"nov",203,2,-1,0,"unknown",0
"3209",29,"management","married","secondary","no",160,"no","no","cellular",9,"feb",844,2,-1,0,"unknown",0
"3210",50,"services","married","primary","no",12,"yes","no","cellular",13,"aug",168,1,-1,0,"unknown",0
"3211",59,"management","married","tertiary","yes",782,"no","yes","cellular",13,"aug",127,2,-1,0,"unknown",0
"3212",52,"management","married","tertiary","no",7192,"no","no","cellular",4,"aug",1486,1,-1,0,"unknown",1
"3213",33,"technician","single","secondary","no",116,"no","yes","cellular",4,"aug",307,1,-1,0,"unknown",0
"3214",57,"blue-collar","married","unknown","no",1463,"no","no","cellular",8,"aug",163,2,-1,0,"unknown",0
"3215",25,"technician","single","secondary","no",0,"yes","no","cellular",23,"jul",487,5,-1,0,"unknown",0
"3216",37,"services","divorced","secondary","no",523,"no","no","unknown",20,"jun",35,7,-1,0,"unknown",0
"3217",46,"management","married","tertiary","no",0,"no","no","cellular",26,"may",401,1,-1,0,"unknown",0
"3218",29,"blue-collar","single","secondary","no",-16,"yes","yes","cellular",5,"may",201,1,-1,0,"unknown",0
"3219",39,"blue-collar","single","primary","no",207,"no","yes","unknown",16,"jun",35,3,-1,0,"unknown",0
"3220",28,"management","single","tertiary","no",231,"yes","yes","cellular",25,"jul",568,2,-1,0,"unknown",0
"3221",26,"student","single","secondary","no",6036,"no","no","cellular",1,"oct",152,1,-1,0,"unknown",0
"3222",34,"blue-collar","single","secondary","no",381,"yes","no","unknown",12,"may",102,1,-1,0,"unknown",0
"3223",25,"services","single","secondary","no",281,"no","yes","cellular",9,"jul",173,1,-1,0,"unknown",0
"3224",31,"admin.","married","secondary","no",368,"yes","no","cellular",5,"may",414,5,361,3,"other",0
"3225",40,"services","married","secondary","no",-212,"yes","yes","cellular",5,"feb",71,1,258,1,"failure",0
"3226",57,"admin.","married","tertiary","no",46,"no","no","cellular",7,"aug",238,2,-1,0,"unknown",0
"3227",59,"unemployed","divorced","secondary","no",7469,"no","no","cellular",22,"feb",287,1,130,1,"failure",0
"3228",47,"management","divorced","tertiary","no",2105,"no","yes","cellular",21,"jul",363,1,-1,0,"unknown",0
"3229",51,"blue-collar","married","secondary","no",0,"no","no","telephone",30,"jul",145,4,-1,0,"unknown",0
"3230",60,"retired","married","primary","no",1216,"no","no","cellular",28,"jan",156,1,-1,0,"unknown",0
"3231",43,"entrepreneur","married","secondary","no",-480,"yes","yes","cellular",18,"may",1126,1,350,6,"failure",0
"3232",37,"technician","married","secondary","no",1016,"yes","yes","telephone",12,"nov",24,1,-1,0,"unknown",0
"3233",34,"entrepreneur","married","tertiary","no",145,"yes","yes","cellular",18,"jul",127,10,-1,0,"unknown",0
"3234",76,"retired","married","tertiary","no",2991,"no","no","cellular",25,"jan",195,1,95,2,"success",0
"3235",47,"admin.","married","unknown","no",66,"no","no","cellular",26,"feb",297,1,203,1,"success",0
"3236",37,"entrepreneur","married","tertiary","no",7944,"no","no","cellular",21,"nov",102,1,-1,0,"unknown",0
"3237",39,"entrepreneur","married","primary","no",13930,"yes","no","cellular",25,"jul",337,2,-1,0,"unknown",0
"3238",40,"services","divorced","secondary","no",1927,"yes","no","unknown",15,"may",62,1,-1,0,"unknown",0
"3239",43,"entrepreneur","married","tertiary","yes",-250,"no","no","unknown",5,"jun",104,1,-1,0,"unknown",0
"3240",57,"self-employed","married","unknown","no",964,"no","no","unknown",11,"jun",70,5,-1,0,"unknown",0
"3241",51,"entrepreneur","married","tertiary","no",83,"no","no","cellular",20,"apr",267,2,-1,0,"unknown",1
"3242",58,"blue-collar","divorced","secondary","no",314,"no","no","unknown",25,"jun",67,2,-1,0,"unknown",0
"3243",51,"management","single","tertiary","no",151,"yes","no","cellular",8,"sep",638,1,427,3,"success",1
"3244",37,"admin.","married","primary","no",3913,"yes","no","unknown",9,"jun",76,2,-1,0,"unknown",0
"3245",46,"management","married","tertiary","no",7485,"no","no","cellular",23,"sep",145,1,779,2,"failure",0
"3246",30,"entrepreneur","married","secondary","yes",-388,"yes","no","cellular",7,"may",263,1,293,3,"failure",0
"3247",33,"technician","married","secondary","no",362,"no","yes","cellular",26,"aug",160,6,-1,0,"unknown",0
"3248",29,"blue-collar","single","secondary","no",-138,"yes","yes","unknown",8,"may",271,5,-1,0,"unknown",0
"3249",34,"technician","married","secondary","no",1194,"no","yes","cellular",20,"aug",219,2,-1,0,"unknown",0
"3250",68,"retired","married","primary","no",7945,"no","no","cellular",27,"apr",252,1,181,1,"failure",0
"3251",41,"blue-collar","married","primary","no",1821,"no","yes","cellular",14,"jul",137,3,-1,0,"unknown",0
"3252",53,"management","divorced","tertiary","no",3158,"no","no","cellular",31,"jul",126,23,-1,0,"unknown",0
"3253",53,"management","married","tertiary","no",1144,"yes","no","unknown",30,"may",142,2,-1,0,"unknown",0
"3254",34,"management","single","tertiary","no",2015,"no","no","unknown",21,"may",388,1,-1,0,"unknown",0
"3255",52,"unknown","married","unknown","no",1317,"no","no","unknown",12,"jun",58,1,-1,0,"unknown",0
"3256",32,"management","single","tertiary","no",1954,"yes","yes","cellular",10,"sep",107,1,-1,0,"unknown",0
"3257",27,"admin.","married","secondary","no",133,"yes","yes","unknown",9,"may",338,4,-1,0,"unknown",0
"3258",48,"self-employed","married","secondary","no",1559,"no","no","cellular",24,"dec",520,3,133,3,"failure",0
"3259",53,"admin.","divorced","secondary","no",-120,"yes","no","unknown",27,"may",211,1,-1,0,"unknown",0
"3260",31,"technician","single","secondary","yes",25,"no","no","cellular",2,"feb",381,1,-1,0,"unknown",0
"3261",34,"technician","married","secondary","no",222,"yes","no","unknown",12,"may",149,6,-1,0,"unknown",0
"3262",77,"retired","married","primary","no",1385,"no","no","telephone",8,"sep",160,4,-1,0,"unknown",0
"3263",35,"management","single","tertiary","no",474,"yes","yes","cellular",29,"jan",372,1,-1,0,"unknown",0
"3264",54,"retired","married","secondary","no",2626,"no","no","cellular",19,"nov",221,2,190,2,"failure",0
"3265",40,"admin.","married","secondary","yes",94,"no","no","cellular",29,"jul",117,2,-1,0,"unknown",0
"3266",43,"management","divorced","tertiary","no",-132,"yes","yes","cellular",7,"jul",532,2,-1,0,"unknown",0
"3267",28,"technician","single","secondary","no",909,"no","yes","cellular",7,"jul",532,1,-1,0,"unknown",1
"3268",37,"admin.","single","secondary","no",328,"no","no","cellular",29,"jan",79,1,-1,0,"unknown",0
"3269",60,"housemaid","married","secondary","no",0,"no","no","telephone",4,"aug",153,1,1,7,"success",0
"3270",50,"management","married","tertiary","no",536,"no","no","unknown",20,"jun",75,3,-1,0,"unknown",0
"3271",51,"unknown","married","unknown","no",2642,"no","no","cellular",29,"jul",52,6,-1,0,"unknown",0
"3272",55,"blue-collar","married","secondary","yes",67,"no","no","cellular",8,"jul",267,2,-1,0,"unknown",0
"3273",30,"management","married","tertiary","no",265,"yes","no","unknown",26,"may",45,4,-1,0,"unknown",0
"3274",53,"blue-collar","divorced","primary","no",235,"no","no","cellular",30,"jul",241,2,-1,0,"unknown",0
"3275",53,"technician","married","secondary","no",1389,"no","no","telephone",30,"jul",34,4,-1,0,"unknown",0
"3276",34,"services","married","secondary","no",302,"yes","no","unknown",7,"may",124,1,-1,0,"unknown",0
"3277",29,"services","single","secondary","no",229,"yes","no","cellular",17,"apr",273,2,343,1,"failure",0
